name,age,height,position,foot,current club,09/10 date,09/10 left,09/10 joined,09/10 mv,09/10 fee,10/11 date,10/11 left,10/11 joined,10/11 mv,10/11 fee,11/12 date,11/12 left,11/12 joined,11/12 mv,11/12 fee,12/13 date,12/13 left,12/13 joined,12/13 mv,12/13 fee,15/16 date,15/16 left,15/16 joined,15/16 mv,15/16 fee,17/18 date,17/18 left,17/18 joined,17/18 mv,17/18 fee,current league,01/02 date,01/02 left,01/02 joined,01/02 mv,01/02 fee,06/07 date,06/07 left,06/07 joined,06/07 mv,06/07 fee,14/15 date,14/15 left,14/15 joined,14/15 mv,14/15 fee,16/17 date,16/17 left,16/17 joined,16/17 mv,16/17 fee,03/04 date,03/04 left,03/04 joined,03/04 mv,03/04 fee,04/05 date,04/05 left,04/05 joined,04/05 mv,04/05 fee,05/06 date,05/06 left,05/06 joined,05/06 mv,05/06 fee,07/08 date,07/08 left,07/08 joined,07/08 mv,07/08 fee,08/09 date,08/09 left,08/09 joined,08/09 mv,08/09 fee,13/14 date,13/14 left,13/14 joined,13/14 mv,13/14 fee,19/20 date,19/20 left,19/20 joined,19/20 mv,19/20 fee,18/19 mv,18/19 date,18/19 left,18/19 joined,18/19 fee,02/03 date,02/03 left,02/03 joined,02/03 mv,02/03 fee,98/99 date,98/99 left,98/99 joined,98/99 mv,98/99 fee,99/00 date,99/00 left,99/00 joined,99/00 mv,99/00 fee,00/01 date,00/01 left,00/01 joined,00/01 mv,00/01 fee,97/98 date,97/98 left,97/98 joined,97/98 mv,97/98 fee
Ibrahim Amadou,26,183.0,Midfielder - Defensive Midfield,right,Norwich City,,,,,,,,,,,,,,,,,,,,,"Jul 16, 2015",AS Nancy,LOSC Lille,600 K €,"2,00 mil. €",,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",AS Nancy B,AS Nancy,0,0,"Aug 7, 2019",Sevilla FC,Norwich,"7,00 mil. €",Loan,"3,50 mil. €","Jul 1, 2018",LOSC Lille,Sevilla FC,"14,40 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Tom Trybull,26,181.0,Midfielder - Defensive Midfield,right,Norwich City,"Jan 1, 2010",H. Rostock U17,H. Rostock U19,0,0,"Nov 8, 2010",H. Rostock U19,Hansa Rostock,50 K €,0,"Jul 1, 2011",Hansa Rostock,Werder Bremen,500 K €,200 K €,,,,,,"Jul 1, 2015",FC St. Pauli,Greuther Fürth,400 K €,Free transfer,"Aug 4, 2017",ADO Den Haag,Norwich,650 K €,Free transfer,Premier League,,,,,,,,,,,,,,,,"Jul 28, 2016",Greuther Fürth,ADO Den Haag,150 K €,Free transfer,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",U. Berlin Yth.,H. Rostock U17,0,Free transfer,"Jan 3, 2014",Werder Bremen,FC St. Pauli,"1,50 mil. €",100 K €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Tettey,33,181.0,Midfielder - Defensive Midfield,right,Norwich City,"Aug 1, 2009",Rosenborg BK,Stade Rennais,"3,00 mil. €","3,50 mil. €",,,,,,,,,,,"Aug 24, 2012",Stade Rennais,Norwich,"2,25 mil. €","1,50 mil. €",,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,"Jan 1, 2004",Rosenborg BK Yo,Rosenborg BK,0.0,0,,,,,,"Aug 31, 2005Jul 29, 2005",Skeid OsloRosenborg BK,Rosenborg BKSkeid Oslo,50 K €50 K €,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Vrancic,30,187.0,Midfielder - Central Midfield,left,Norwich City,"Jun 30, 2010Jul 1, 2009",Rot Weiss Ahlen1.FSV Mainz 05,1.FSV Mainz 05Rot Weiss Ahlen,300 K €200 K €,,"Jan 1, 2011Jul 1, 2010",FSV Mainz 05 II1.FSV Mainz 05,B. Dortmund IIFSV Mainz 05 II,200 K €300 K €,,,,,,,"Jul 1, 2012",B. Dortmund II,SC Paderborn,200 K €,,"Jul 1, 2015",SC Paderborn,SV Darmstadt 98,"1,75 mil. €",,"Jul 1, 2017",SV Darmstadt 98,Norwich,"1,25 mil. €",,Premier League,,,,,,"Jul 1, 2006",Mainz 05 U19,1.FSV Mainz 05,75 K €,,,,,,,,,,,,,,,,,"Jul 1, 2004",Kesselst. Yth.,Mainz 05 U17,0,,"Jul 1, 2005",Mainz 05 U17,Mainz 05 U19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moritz Leitner,26,174.0,Midfielder - Central Midfield,right,Norwich City,"Jul 1, 2009",TSV 1860 U17,TSV 1860 U19,,,"Jun 30, 2011Jan 2, 2011Jan 1, 2011Jul 1, 2010",FC AugsburgBor. Dortmund1860 MunichTSV 1860 U19,Bor. DortmundFC AugsburgBor. Dortmund1860 Munich,,,,,,,,,,,,,,,,,,"Jun 30, 2018Jan 25, 2018",NorwichFC Augsburg,FC AugsburgNorwich,,,Premier League,,,,,,,,,,,"Jun 30, 2015",VfB Stuttgart,Bor. Dortmund,,,"Jan 31, 2017Aug 12, 2016",LazioBor. Dortmund,FC AugsburgLazio,,,,,,,,,,,,,,,,,,"Jul 1, 2007",TSV 1860 Yth.,TSV 1860 U17,,,,,,,,"Jul 1, 2013",Bor. Dortmund,VfB Stuttgart,,,,,,,,,"Jul 1, 2018",FC Augsburg,Norwich,,,,,,,"Jul 1, 1998",U'föhring Yth.,TSV 1860 Yth.,,,,,,,,,,,,,,,,,
Kenny McLean,27,180.0,Midfielder - Central Midfield,left,Norwich City,"May 1, 2010Dec 1, 2009Jul 1, 2009",ArbroathSt. Mirren FC U20St. Mirren FC U17,St. Mirren FC U20ArbroathSt. Mirren FC U20,0,,"Nov 1, 2010",St. Mirren FC U20,St. Mirren,0,,,,,,,,,,,,,,,,,"May 14, 2018Jan 23, 2018Jan 22, 2018",Aberdeen FCNorwichAberdeen FC,NorwichAberdeen FCNorwich,650 K €600 K €600 K €,,Premier League,,,,,,"Jul 1, 2006",Aberdeen FC U17,Glasgow Rangers U17,0,,"Feb 2, 2015",St. Mirren,Aberdeen FC,600 K €,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Glasgow Rangers U17,St. Mirren FC U17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd Cantwell,21,177.0,Midfielder - Left Midfield,right,Norwich City,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2015",Norwich U18,Norwich U23,,0,"Jun 30, 2018Jan 28, 2018",Fortuna SittardNorwich U23,Norwich U23Fortuna Sittard,,End of loanLoan,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2018",Norwich U23,Norwich,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Stiepermann,28,190.0,Midfielder - Attacking Midfield,left,Norwich City,,,,,,"Jul 1, 2010",B. Dortmund U19,Bor. Dortmund,200 K €,0,"Jun 30, 2012Jul 1, 2011",Alem. AachenBor. Dortmund,Bor. DortmundAlem. Aachen,400 K €400 K €,End of loanLoan fee:100 K €,"Jul 1, 2012",Bor. Dortmund,Energie Cottbus,400 K €,200 K €,,,,,,"Aug 6, 2017",VfL Bochum,Norwich,900 K €,"1,70 mil. €",Premier League,,,,,,"Jul 1, 2006",Dortmund Yth.,B. Dortmund U17,0,0,"Jul 1, 2014",Energie Cottbus,Greuther Fürth,900 K €,Free transfer,"Jul 1, 2016",Greuther Fürth,VfL Bochum,850 K €,850 K €,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",B. Dortmund U17,B. Dortmund U19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onel Hernández,26,172.0,Forward - Left Winger,right,Norwich City,,,,,,"Feb 23, 2011Jul 1, 2010",Bielefeld U19Bielefeld U17,Arm. BielefeldBielefeld U19,,0,,,,,,"Jul 1, 2012",Arm. Bielefeld,W. Bremen II,,Free transfer,,,,,,"Jan 25, 2018",E. Braunschweig,Norwich,,"2,50 mil. €",Premier League,,,,,,,,,,,,,,,,"Jul 1, 2016",Wolfsburg II,E. Braunschweig,,Free transfer,"Jul 1, 2003",Gütersloh Yth.,RW Ahlen Yth.,,Free transfer,,,,,,,,,,,"Jul 1, 2007",RW Ahlen Yth.,Bielefeld Yth.,,Free transfer,"Jul 1, 2008",Bielefeld Yth.,Bielefeld U17,,0,"Jan 10, 2014",W. Bremen II,Wolfsburg II,,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emiliano Buendía,22,172.0,Forward - Right Winger,right,Norwich City,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2015",Getafe CF B,Getafe,0,0,"Jun 30, 2018Jul 27, 2017",CyD LeonesaGetafe,GetafeCyD Leonesa,"2,50 mil. €500 K €",End of loanLoan,Premier League,,,,,,,,,,,"Jul 1, 2014",Getafe U19,Getafe CF B,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,50 mil. €","Jul 1, 2018",Getafe,Norwich,"1,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Roberts,22,167.0,Forward - Right Winger,left,Norwich City,,,,,,"Jul 1, 2010",Wimbledon U18,Fulham Youth,0,?,,,,,,"Jan 1, 2013",Fulham Youth,Fulham U18,0,0,"Feb 1, 2016Jul 19, 2015",Man CityFulham,CelticMan City,"5,00 mil. €2,50 mil. €","Loan7,20 mil. €","May 21, 2018Aug 28, 2017",CelticMan City,Man CityCeltic,"7,50 mil. €7,50 mil. €",End of loanLoan,Premier League,,,,,,,,,,,"Jul 1, 2014",Fulham U18,Fulham,0,0,"May 31, 2017",Celtic,Man City,"5,00 mil. €",End of loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2019",Man City,Norwich,"5,00 mil. €",Loan,"5,00 mil. €7,50 mil. €","Jun 30, 2019Aug 16, 2018",GironaMan City,Man CityGirona,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
Teemu Pukki,29,180.0,Forward - Centre-Forward,right,Norwich City,,,,,,"Aug 28, 2010",Sevilla Atl.,HJK Helsinki,800 K €,?,"Aug 31, 2011",HJK Helsinki,FC Schalke 04,200 K €,"1,50 mil. €",,,,,,"Jul 1, 2015",Celtic,Bröndby IF,"2,00 mil. €",675 K €,,,,,,Premier League,,,,,,,,,,,"Jun 30, 2015Sep 1, 2014",Bröndby IFCeltic,CelticBröndby IF,"2,00 mil. €2,50 mil. €",End of loanLoan,,,,,,,,,,,,,,,,"Jan 1, 2006",KTP U19,FC KTP,0,0,"Jan 1, 2008",FC KTP,Sevilla Atl.,0,"1,50 mil. €",,,,,,"Aug 31, 2013",FC Schalke 04,Celtic,"2,50 mil. €","2,50 mil. €",,,,,,"2,00 mil. €","Jul 1, 2018",Bröndby IF,Norwich,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Josip Drmic,27,184.0,Forward - Centre-Forward,right,Norwich City,"Jul 1, 2009",FC Zürich U18,FC Zürich U21,0,0,,,,,,"Jul 1, 2011",FC Zürich U21,FC Zürich,200 K €,0,,,,,,"Jun 30, 2016Feb 1, 2016Jul 1, 2015",Hamburger SVBor. M'gladbachBay. Leverkusen,Bor. M'gladbachHamburger SVBor. M'gladbach,"6,00 mil. €8,00 mil. €8,00 mil. €","End of loanLoan fee:1,20 mil. €10,00 mil. €",,,,,,Premier League,,,,,,,,,,,"Jul 1, 2014",1.FC Nuremberg,Bay. Leverkusen,"10,00 mil. €","6,80 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",FC Zürich U16,FC Zürich U18,0,0,"Jul 5, 2013",FC Zürich,1.FC Nuremberg,"3,00 mil. €","2,20 mil. €","Jul 1, 2019",Bor. M'gladbach,Norwich,"3,00 mil. €",Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Srbeny,25,190.0,Forward - Centre-Forward,right,Norwich City,"Jul 1, 2009",TeBe Youth,TeBe Berlin U17,0,0,,,,,,"Jul 1, 2011",TeBe Berlin U17,Zehlendorf U19,0,Free transfer,,,,,,"Jul 1, 2015",Hansa Rostock,BFC Dynamo,150 K €,Free transfer,"Jan 25, 2018Jul 1, 2017",SC PaderbornBFC Dynamo,NorwichSC Paderborn,400 K €175 K €,"1,50 mil. €Free transfer",Premier League,,,,,,,,,,,"Jul 1, 2014",H. Rostock II,Hansa Rostock,50 K €,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",Zehlendorf U19,H. Rostock II,0,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean Henderson,22,188.0,Goalkeeper,,Sheffield United,,,,,,,,,,,,,,,,,,,,,"Feb 20, 2016Jan 12, 2016Jul 1, 2015",StockportMan Utd U23Man Utd U18,Man Utd U23StockportMan Utd U23,0,,"May 31, 2018Jul 10, 2017",ShrewsburyMan Utd U23,Man Utd U23Shrewsbury,250 K €100 K €,,Premier League,,,,,,,,,,,,,,,,"Feb 3, 2017Aug 31, 2016",Grimsby TownMan Utd U23,Man Utd U23Grimsby Town,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",Man Utd Youth,Man Utd U18,0,,"Jul 26, 2019",Man Utd U23,Sheffield Utd.,"2,50 mil. €",,"2,50 mil. €250 K €","May 31, 2019Jul 1, 2018",Sheffield Utd.Man Utd U23,Man Utd U23Sheffield Utd.,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Verrips,22,196.0,Goalkeeper,right,Sheffield United,,,,,,,,,,,"Jul 1, 2011",Vit./AGOVV Jgd.,PSV U17,0,?,,,,,,,,,,,"Jun 30, 2018Aug 7, 2017",MVV MaastrichtSparta R.,Sparta R.MVV Maastricht,250 K €100 K €,End of loanLoan,Premier League,,,,,,,,,,,"Jul 1, 2014",FC Twente U19,FC Twente U21,0,0,"Jul 1, 2016",FC Twente U21,Sparta R.,50 K €,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",PSV U17,FC Twente U19,0,?,"Aug 8, 2019",KV Mechelen,Sheffield Utd.,"1,50 mil. €",Free transfer,250 K €,"Jul 1, 2018",Sparta R.,KV Mechelen,?,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Moore,29,191.0,Goalkeeper,right,Sheffield United,"Aug 11, 2009",Farnborough,Brentford,0,Free transfer,"Jan 1, 2011Oct 1, 2010",BasingstokeBrentford,BrentfordBasingstoke,50 K €50 K €,End of loanLoan,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,"Aug 19, 2016",Cardiff,Sheffield Utd.,250 K €,580 K €,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Brading Town,Farnborough,0,Free transfer,"May 31, 2014Jan 30, 2014Jul 29, 2013",Bristol CityCardiffBrentford,CardiffBristol CityCardiff,250 K €250 K €150 K €,End of loanLoan175 K €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Egan,26,185.0,Defender - Centre-Back,right,Sheffield United,"Jul 1, 2009",Greenwood,Sunderland U18,0,,,,,,,"Apr 6, 2012Mar 6, 2012Feb 6, 2012Jan 6, 2012Jul 1, 2011",Sheffield Utd.SunderlandCrystal PalaceSunderlandSunderland U18,SunderlandSheffield Utd.SunderlandCrystal PalaceSunderland,0,,"Nov 21, 2012Nov 3, 2012",BradfordSunderland,SunderlandBradford,0,,,,,,,,,,,,Premier League,,,,,,,,,,,"Jul 3, 2014",Sunderland,Gillingham FC,0,,"Jul 1, 2016",Gillingham FC,Brentford,400 K €,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 31, 2014Feb 27, 2014",Southend UnitedSunderland,SunderlandSouthend United,0,,,,,,,"1,50 mil. €","Jul 19, 2018",Brentford,Sheffield Utd.,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack O'Connell,25,191.0,Defender - Centre-Back,left,Sheffield United,,,,,,,,,,,,,,,,"Apr 24, 2013Jan 24, 2013Jan 5, 2013Nov 22, 2012Jul 1, 2012",York CityBlackburnRotherhamBlackburnBlackburn U18,BlackburnYork CityBlackburnRotherhamBlackburn,,,,,,,,,,,,,Premier League,,,,,,,,,,,"Mar 29, 2015Feb 10, 2015Feb 2, 2015Jan 4, 2015Sep 1, 2014",RochdaleBrentfordBlackburnRochdaleBlackburn,BrentfordRochdaleBrentfordBlackburnRochdale,,,"Jul 8, 2016",Brentford,Sheffield Utd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 31, 2014Jul 22, 2013",RochdaleBlackburn,BlackburnRochdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Basham,31,190.0,Defender - Centre-Back,right,Sheffield United,,,,,,"Jul 1, 2010",Bolton,Blackpool,"1,00 mil. €",,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,"Dec 31, 2006Nov 1, 2006Jul 1, 2006",Stafford RangersBoltonBolton U18,BoltonStafford RangersBolton,0,,"Jul 1, 2014",Blackpool,Sheffield Utd.,"1,00 mil. €",,,,,,,,,,,,,,,,,,,,,,"May 1, 2008Feb 1, 2008",RochdaleBolton,BoltonRochdale,50 K €50 K €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Jagielka,37,180.0,Defender - Centre-Back,right,Sheffield United,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 4, 2007",Sheffield Utd.,Everton,"2,75 mil. €","6,00 mil. €",,,,,,,,,,,"Jul 4, 2019",Everton,Sheffield Utd.,"1,00 mil. €",Free transfer,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2000",Sheff Utd U18,Sheffield Utd.,0.0,0,,,,,
Richard Stearman,32,191.0,Defender - Centre-Back,right,Sheffield United,,,,,,,,,,,,,,,,"May 31, 2013Jan 29, 2013",IpswichWolves,WolvesIpswich,"1,50 mil. €2,50 mil. €",End of loanLoan,"Sep 1, 2015",Wolves,Fulham,"1,30 mil. €","1,38 mil. €","Jul 6, 2017",Fulham,Sheffield Utd.,"1,50 mil. €",900 K €,Premier League,,,,,,,,,,,,,,,,"May 31, 2017Aug 31, 2016",WolvesFulham,FulhamWolves,"1,50 mil. €1,50 mil. €",End of loanLoan,,,,,,"Jul 1, 2004",Leicester U18,Leicester,0,0,,,,,,,,,,,"Jul 1, 2008",Leicester,Wolves,"1,25 mil. €","1,13 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kean Bryan,22,185.0,Defender - Centre-Back,left,Sheffield United,,,,,,,,,,,,,,,,,,,,,,,,,,"May 31, 2018Aug 31, 2017",Oldham AthleticMan City U23,Man City U23Oldham Athletic,,End of loanLoan,Premier League,,,,,,,,,,,"Jul 1, 2014",Man City U18,Man City U21,,0,"May 31, 2017Aug 31, 2016",BuryMan City U23,Man City U23Bury,,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 2, 2018",Man City U23,Sheffield Utd.,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Enda Stevens,29,183.0,Defender - Left-Back,left,Sheffield United,"Jan 1, 2010",St. Patricks,Shamrock Rovers,0,Free transfer,,,,,,"Jan 1, 2012",Shamrock Rovers,Aston Villa,50 K €,285 K €,,,,,,"Jul 1, 2015",Aston Villa,Portsmouth,500 K €,Free transfer,"Jul 1, 2017",Portsmouth,Sheffield Utd.,250 K €,Free transfer,Premier League,,,,,,,,,,,"May 4, 2015Nov 6, 2014Nov 3, 2014Oct 10, 2014",DoncasterAston VillaNorthampt. TownAston Villa,Aston VillaDoncasterAston VillaNorthampt. Town,500 K €500 K €500 K €500 K €,End of loanLoanEnd of loanLoan,,,,,,,,,,,,,,,,,,,,,"Jan 1, 2008",Cherry Orchard FC,UCD,0,Free transfer,"Jan 1, 2009",UCD,St. Patricks,0,Free transfer,"May 31, 2014Nov 28, 2013Sep 24, 2013Aug 27, 2013",DoncasterAston VillaNotts CountyAston Villa,Aston VillaDoncasterAston VillaNotts County,500 K €750 K €750 K €750 K €,End of loanLoanEnd of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Baldock,26,178.0,Defender - Right-Back,right,Sheffield United,,,,,,,,,,,"May 5, 2012Apr 29, 2012Mar 23, 2012Oct 1, 2011Sep 1, 2011Jul 1, 2011",MK DonsTamworthMK DonsNorthampt. TownMK DonsMK Dons U18,ÍBVMK DonsTamworthMK DonsNorthampt. TownMK Dons,50 K €50 K €50 K €50 K €50 K €50 K €,,"Dec 31, 2012Aug 31, 2012Aug 30, 2012",TamworthMK DonsÍBV,MK DonsTamworthMK Dons,50 K €50 K €50 K €,,"Jan 30, 2016Jul 1, 2015",Oxford UnitedMK Dons,MK DonsOxford United,150 K €150 K €,,"Jul 1, 2017",MK Dons,Sheffield Utd.,150 K €,,Premier League,,,,,,,,,,,"May 31, 2015Feb 12, 2015",Oxford UnitedMK Dons,MK DonsOxford United,150 K €150 K €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kieron Freeman,27,178.0,Defender - Right-Back,right,Sheffield United,,,,,,,,,,,"May 1, 2012Jan 1, 2012Dec 1, 2011Nov 1, 2011Jul 1, 2011",Notts CountyNottm ForestMansfield TownNottm ForestNottingham U18,Nottm ForestNotts CountyNottm ForestMansfield TownNottm Forest,,,"Aug 22, 2012",Nottm Forest,Derby,,,"May 31, 2016Jan 28, 2016",PortsmouthSheffield Utd.,Sheffield Utd.Portsmouth,,,,,,,,Premier League,,,,,,,,,,,"Jan 23, 2015Jan 4, 2015Oct 3, 2014",DerbyMansfield TownDerby,Sheffield Utd.DerbyMansfield Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 31, 2014Mar 6, 2014Mar 2, 2014Jan 11, 2014Dec 24, 2013Nov 12, 2013",Sheffield Utd.DerbyNotts CountyDerbyNotts CountyDerby,DerbySheffield Utd.DerbyNotts CountyDerbyNotts County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhamed Besic,27,180.0,Midfielder - Defensive Midfield,right,Sheffield United,"Jul 1, 2009",TeBe Berlin U17,Hamburg U19,0,Free transfer,"Jul 1, 2010",Hamburg U19,Hamburger SV,0,0,,,,,,"Aug 31, 2012",Hamburger SV,Ferencváros,500 K €,Free transfer,,,,,,"May 31, 2018Jan 31, 2018",MiddlesbroughEverton,EvertonMiddlesbrough,"5,00 mil. €5,00 mil. €",End of loanLoan,Premier League,,,,,,,,,,,"Jul 28, 2014",Ferencváros,Everton,"2,50 mil. €","4,80 mil. €",,,,,,,,,,,,,,,,,,,,,"Jul 1, 2007",Füchse Yth.,TeBe Berlin U17,0,?,,,,,,,,,,,"Aug 8, 2019",Everton,Sheffield Utd.,"5,00 mil. €",Loan,"5,00 mil. €5,00 mil. €","May 31, 2019Aug 23, 2018",MiddlesbroughEverton,EvertonMiddlesbrough,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
John Fleck,28,169.0,Midfielder - Central Midfield,left,Sheffield United,,,,,,,,,,,"May 20, 2012Jan 1, 2012",BlackpoolRangers,RangersBlackpool,500 K €500 K €,End of loanLoan,"Jul 4, 2012",Rangers,Coventry,500 K €,Free transfer,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,"Jul 8, 2016",Coventry,Sheffield Utd.,400 K €,Free transfer,,,,,,,,,,,,,,,,,,,,,"Jan 1, 2009",Rangers U20,Rangers,500 K €,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Norwood,28,175.0,Midfielder - Central Midfield,right,Sheffield United,"Jul 1, 2009",Man Utd U18,Man Utd U23,0,0,"Nov 1, 2010Sep 1, 2010",Carlisle UnitedMan Utd U23,Man Utd U23Carlisle United,0,End of loanLoan,"May 1, 2012Jan 1, 2012Dec 1, 2011Aug 1, 2011",CoventryMan Utd U23Scunthorpe Utd.Man Utd U23,Man Utd U23CoventryMan Utd U23Scunthorpe Utd.,0,End of loanLoanEnd of loanLoan,"Jul 1, 2012",Man Utd U23,Huddersfield,0,505 K €,,,,,,"May 31, 2018Jul 25, 2017",FulhamBrighton,BrightonFulham,"3,00 mil. €2,50 mil. €",End of loanLoan,Premier League,,,,,,,,,,,"Aug 21, 2014",Huddersfield,Reading,"1,00 mil. €","1,50 mil. €","Aug 3, 2016",Reading,Brighton,"2,00 mil. €",?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00 mil. €3,00 mil. €3,00 mil. €","Jan 4, 2019Jan 3, 2019Aug 13, 2018",BrightonSheffield Utd.Brighton,Sheffield Utd.BrightonSheffield Utd.,"2,20 mil. €End of loanLoan",,,,,,,,,,,,,,,,,,,,,,,,,
John Lundstram,25,181.0,Midfielder - Central Midfield,left,Sheffield United,,,,,,,,,,,"Jul 1, 2011",Everton U18,Everton,0,0,"May 31, 2013Feb 21, 2013",DoncasterEverton,EvertonDoncaster,0,End of loanLoan,"Aug 13, 2015",Everton,Oxford United,500 K €,Free transfer,"Jul 25, 2017",Oxford United,Sheffield Utd.,500 K €,560 K €,Premier League,,,,,,,,,,,"Apr 19, 2015Mar 19, 2015Feb 18, 2015Jan 9, 2015Jan 3, 2015Aug 6, 2014",Scunthorpe Utd.EvertonLeyton OrientEvertonBlackpoolEverton,EvertonScunthorpe Utd.EvertonLeyton OrientEvertonBlackpool,500 K €500 K €500 K €500 K €500 K €500 K €,End of loanLoanEnd of loanLoanEnd of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 31, 2014Mar 27, 2014Mar 10, 2014Nov 28, 2013",Leyton OrientEvertonYeovil TownEverton,EvertonLeyton OrientEvertonYeovil Town,500 K €500 K €500 K €300 K €,End of loanLoanEnd of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Osborn,25,176.0,Midfielder - Left Midfield,left,Sheffield United,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan 1, 2014",Nottingham U18,Nottm Forest,0,0,"Jul 26, 2019",Nottm Forest,Sheffield Utd.,"3,00 mil. €","3,90 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Freeman,27,176.0,Midfielder - Attacking Midfield,left,Sheffield United,,,,,,"Dec 31, 2010Jul 2, 2010Jul 1, 2010",Yeovil TownArsenal Res.Arsenal U18,Arsenal Res.Yeovil TownArsenal Res.,,,"Jan 10, 2012Jan 8, 2012Nov 17, 2011",Arsenal Res.StevenageArsenal Res.,StevenageArsenal Res.Stevenage,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,"Jul 1, 2014",Stevenage,Bristol City,,,"Jan 30, 2017",Bristol City,QPR,,,,,,,,,,,,,,,,,,"Jan 26, 2008",Gillingham U18,Arsenal U18,,,,,,,,,,,,,"Jul 3, 2019",QPR,Sheffield Utd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
