,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
528,0,2,100,,,1,38533,0,0,1,-1,0.0,0,1,2.5,2.0,3,Rui Pedro,2.0,11,0,12.7,411,False,126.0,540,,,51,0,0,1,38533.jpg,3.8,0,13,dos Santos Patrício,9.0,False,,a,20,39,0.0,23,374024,6632,178069,24450,0.4,4.5,Patrício,0
529,0,0,0,,,0,19236,-1,1,-1,1,0.0,0,1,0.5,0.0,0,John,0.0,0,0,0.0,412,False,0.0,0,,,44,0,0,0,19236.jpg,0.0,0,0,Ruddy,0.5,False,,a,20,39,0.0,0,3326,288,10352,708,0.0,0.0,Ruddy,0
530,0,0,0,0.0,0.0,0,168399,0,0,0,0,0.0,0,1,0.0,0.0,0,Will,0.0,0,0,0.0,413,False,0.0,0,Joined Ipswich Town on loan until the end of the season on 30/7. - Expected back 01 Jul,2019-07-30T15:30:08.533720Z,40,0,0,0,168399.jpg,0.0,0,0,Norris,0.7,False,,n,20,39,0.0,0,10827,767,17544,1198,0.0,0.0,Norris,0
531,0,1,70,,,1,171317,0,0,0,0,47.2,0,3,2.3,1.8,1,Rúben Diogo,1.8,10,1,20.1,414,False,95.2,466,,,55,0,0,0,171317.jpg,2.7,0,0,da Silva Neves,7.8,False,,a,20,39,57.0,16,218036,6921,264479,35441,0.3,2.9,Neves,2
532,1,3,88,,,1,19624,-1,1,-1,1,181.0,0,3,2.0,1.5,2,João Filipe Iria,1.5,9,0,31.6,415,False,133.6,449,,,54,0,0,0,19624.jpg,2.8,0,0,Santos Moutinho,4.9,False,,a,20,39,0.0,17,134768,3797,245567,21810,0.3,3.1,Moutinho,0
533,0,0,16,100.0,100.0,0,222531,0,0,-1,1,37.9,0,3,1.3,0.8,0,Morgan,0.8,2,0,5.2,416,False,5.8,86,,2019-08-07T15:30:09.456552Z,49,0,0,0,222531.jpg,1.5,0,0,Gibbs-White,0.1,False,,a,20,39,8.0,3,1512,61,3938,289,0.2,0.6,Gibbs-White,0
534,1,3,43,,,0,159533,0,0,0,0,83.6,0,3,3.5,3.0,8,Adama,3.0,8,0,19.6,417,False,68.0,294,,,50,0,0,0,159533.jpg,2.6,0,0,Traoré,0.4,False,,a,20,39,45.0,13,14941,2742,14948,1127,0.6,2.6,Traoré,0
535,0,0,0,0.0,0.0,0,165808,0,0,-1,1,0.0,0,3,0.0,0.0,0,Hélder,0.0,0,0,0.0,418,False,0.0,0,Joined Leeds United on loan until the end of the season on 3/7. - Expected back 01 Jul,2019-07-03T13:00:11.133915Z,49,0,0,0,165808.jpg,0.0,0,0,Costa,0.0,False,,n,20,39,0.0,0,352,21,1123,46,0.0,0.0,Costa,0
536,0,0,0,0.0,0.0,0,166324,0,0,-1,1,0.0,0,3,0.0,0.0,0,Ivan,0.0,0,0,0.0,419,False,0.0,0,Joined Fulham on loan until the end of the season on 13/7. - Expected back 01 Jul,2019-07-14T15:00:13.027011Z,49,0,0,0,166324.jpg,0.0,0,0,Cavaleiro,0.0,False,,n,20,39,0.0,0,233,21,550,23,0.0,0.0,Cavaleiro,0
537,0,0,39,100.0,100.0,1,151589,0,0,0,0,35.2,0,3,1.5,1.0,0,Leander,1.0,8,0,14.5,420,False,35.2,410,,2019-08-30T12:00:14.393746Z,45,1,0,0,151589.jpg,1.5,0,0,Dendoncker,10.8,False,,a,20,39,75.0,9,302073,7611,508083,42605,0.2,2.0,Dendoncker,0
538,0,0,12,,,0,178876,0,0,-2,2,5.7,0,2,0.5,0.0,0,Jesús,0.0,5,0,2.6,473,False,20.4,90,,,48,0,0,0,178876.jpg,0.0,0,0,Vallejo Lázaro,0.3,False,,a,20,39,0.0,0,2992,211,15273,898,0.0,0.0,Vallejo,0
539,0,0,31,,,0,209353,0,0,-2,2,17.1,0,4,2.5,2.0,1,Patrick,2.0,4,1,15.9,487,False,42.8,141,,,58,0,0,0,209353.jpg,2.0,0,0,Cutrone,0.7,False,,a,20,39,100.0,10,16469,1327,66964,2851,0.3,1.7,Cutrone,0
540,0,0,4,,,0,247632,0,0,0,0,5.0,0,3,1.0,0.5,1,Pedro,0.5,0,0,1.7,528,False,5.4,58,,,50,0,0,0,247632.jpg,0.8,0,0,Lomba Neto,0.0,False,,a,20,39,8.0,3,2079,94,1642,189,0.1,0.6,Neto,1
