,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
443,0,0,106,,,1,37915,0,0,0,0,0.0,0,1,3.7,3.7,0,Hugo,3.2,6,0,18.0,340,False,180.2,450,,,55,0,0,0,37915.jpg,3.8,0,25,Lloris,8.8,False,,a,17,6,0.0,19,189002,17713,238831,24818,0.6,3.5,Lloris,0
444,0,0,18,,,0,102884,0,0,-1,1,0.0,0,1,1.0,1.0,2,Paulo,0.5,2,0,3.9,341,False,38.6,90,,,44,0,0,0,102884.jpg,2.0,0,5,Gazzaniga,0.3,False,,a,17,6,0.0,2,2952,1624,5660,588,0.1,0.5,Gazzaniga,0
445,2,3,87,100.0,100.0,1,85971,1,-1,2,-2,111.5,1,3,7.5,7.5,5,Heung-Min,7.0,5,2,43.3,342,False,124.4,348,,2019-06-25T11:30:07.273840Z,97,0,0,0,85971.jpg,7.0,0,0,Son,8.6,False,,a,17,6,197.0,28,579242,127587,134592,21459,0.7,2.9,Son,0
446,0,2,65,,,1,80607,0,0,-2,2,144.9,0,3,3.5,3.5,1,Christian,3.0,5,1,33.4,343,False,92.6,335,,,88,0,0,0,80607.jpg,2.5,0,0,Eriksen,4.0,False,,a,17,6,97.0,15,84629,5335,275661,22878,0.3,1.7,Eriksen,2
447,0,0,3,100.0,100.0,0,108823,0,0,-1,1,0.9,0,3,0.7,0.7,0,Bamidele,0.2,1,0,0.3,344,False,2.2,30,,2019-08-04T16:30:15.610370Z,84,0,0,0,108823.jpg,1.0,0,0,Alli,0.4,False,,a,17,6,0.0,1,9366,1412,27837,2179,0.0,0.1,Alli,0
448,1,0,49,,,0,95715,0,0,-2,2,47.1,0,3,1.5,1.5,1,Lucas,1.0,2,1,23.0,345,False,61.8,223,,,73,0,0,0,95715.jpg,3.0,0,0,Rodrigues Moura da Silva,5.3,False,,a,17,6,125.0,15,236974,5857,609975,42306,0.1,2.1,Lucas Moura,0
449,2,2,109,,,1,62974,0,0,1,-1,138.6,1,3,4.3,4.3,2,Erik,3.8,6,2,36.3,346,False,125.0,459,,,61,0,0,0,62974.jpg,4.7,0,0,Lamela,5.3,False,,a,17,6,99.0,28,420297,43894,154745,28374,0.6,4.6,Lamela,2
450,0,0,72,,,1,157668,0,0,-1,1,96.6,0,3,2.0,2.0,2,Harry,1.5,8,0,21.0,347,False,95.4,454,,,54,0,0,0,157668.jpg,1.5,0,0,Winks,0.3,False,,a,17,6,19.0,9,8187,832,13884,1258,0.3,1.7,Winks,3
451,0,0,2,100.0,100.0,0,54756,0,0,-1,1,0.9,0,3,0.5,0.5,0,Victor,0.0,2,0,0.2,348,False,1.2,23,,2019-07-31T00:00:11.516279Z,49,0,0,0,54756.jpg,0.0,0,0,Wanyama,0.1,False,,a,17,6,0.0,0,2593,253,4203,429,0.0,0.0,Wanyama,1
452,1,0,76,,,2,45268,0,0,0,0,83.2,0,3,2.7,2.7,2,Moussa,2.2,6,0,20.2,349,False,52.4,516,,,50,0,0,0,45268.jpg,2.7,0,0,Sissoko,2.3,False,,a,17,6,67.0,16,128414,3196,119002,11052,0.4,3.2,Sissoko,1
453,0,0,0,100.0,100.0,0,93264,0,0,-1,1,0.0,0,3,0.5,0.5,0,Eric,0.0,0,0,0.0,350,False,0.0,0,,2019-08-30T12:30:13.952408Z,49,0,0,0,93264.jpg,0.0,0,0,Dier,0.2,False,,a,17,6,0.0,0,4494,307,9595,554,0.0,0.0,Dier,0
454,0,0,0,0.0,0.0,0,168764,0,0,0,0,0.0,0,3,0.0,0.0,0,Luke,0.0,0,0,0.0,351,False,0.0,0,Joined QPR on loan until the end of the season on 1/7. - Expected back 01 Jul,2019-07-02T09:00:13.289180Z,45,0,0,0,168764.jpg,0.0,0,0,Amos,0.0,False,,n,17,6,0.0,0,413,35,628,44,0.0,0.0,Amos,0
455,0,0,6,,,0,209042,0,0,0,0,0.2,0,3,0.5,0.5,0,Oliver,0.0,0,0,0.5,352,False,5.0,2,,,45,0,0,0,209042.jpg,1.0,0,0,Skipp,0.5,False,,a,17,6,0.0,2,11907,270,18263,1370,0.0,0.4,Skipp,0
456,1,2,73,100.0,100.0,0,231372,0,0,0,0,48.4,0,3,1.3,1.3,2,Tanguy,0.8,5,1,17.2,442,False,107.0,288,,2019-08-23T12:30:08.461512Z,60,0,0,0,231372.jpg,4.2,0,0,Ndombele,3.9,False,,a,17,6,16.0,17,513204,6859,642936,13142,0.1,2.8,Ndombele,0
457,0,0,0,,,0,447235,0,0,0,0,0.0,0,4,0.5,0.5,0,Troy,0.0,0,0,0.0,509,False,0.0,0,,,45,0,0,0,447235.jpg,0.0,0,0,Parrott,1.0,False,,a,17,6,0.0,0,55978,3491,51573,4543,0.0,0.0,Parrott,0
458,0,0,9,0.0,0.0,0,200826,0,0,-2,2,24.4,0,3,0.0,0.0,0,Giovani,0.5,0,0,3.4,523,False,8.8,44,Hip injury - Expected back 02 Nov,2019-09-08T18:00:18.298488Z,73,0,0,0,200826.jpg,1.0,0,0,Lo Celso,0.2,False,,i,17,6,1.0,3,6643,23,35096,1224,0.1,0.4,Lo Celso,0
459,0,0,0,25.0,25.0,0,184349,0,0,-1,1,0.0,0,3,0.1,0.1,0,Ryan,0.0,0,0,0.0,524,False,0.0,0,Hamstring injury - 25% chance of playing,2019-08-09T13:00:15.120843Z,54,0,0,0,184349.jpg,0.0,0,0,Sessegnon,0.1,False,,d,17,6,0.0,0,742,28,14738,278,0.0,0.0,Sessegnon,0
460,0,0,3,0.0,0.0,0,168566,0,0,0,0,0.0,0,3,0.0,0.0,0,Georges-Kévin,0.0,0,0,1.8,527,False,0.0,2,Joined Besiktas on a permanent deal on 22/8,2019-08-22T12:30:17.630601Z,50,0,0,0,168566.jpg,1.0,0,0,Nkoudou,0.0,False,,u,17,6,18.0,1,1503,12,2123,51,0.0,0.2,Nkoudou,0
461,0,0,0,,,0,175941,0,0,0,0,0.0,0,1,1.5,1.5,0,Alfie,0.0,0,0,0.0,543,False,0.0,0,,,40,0,0,0,175941.jpg,0.0,0,0,Whiteman,0.1,False,,a,17,6,0.0,0,5214,5214,437,437,0.0,0.0,Whiteman,0
462,0,0,53,,,0,40868,-1,1,-3,3,107.8,0,2,-1.0,-2.0,-2,José,-0.5,17,0,19.8,353,False,80.4,437,,,47,0,0,0,40868.jpg,0.0,0,0,Holebas,1.7,False,,a,18,57,11.0,0,11432,316,164602,9191,-0.1,0.0,Holebas,3
463,0,0,21,,,0,85624,0,0,-1,1,0.0,0,2,0.3,-0.7,0,Christian,0.8,3,0,3.5,354,False,27.0,180,,,44,0,0,0,85624.jpg,1.5,0,0,Kabasele,0.2,False,,a,18,57,8.0,3,1801,94,6917,478,0.2,0.7,Kabasele,0
464,0,0,0,,,0,155651,0,0,-1,1,0.0,0,2,-0.5,-1.5,0,Adam,0.0,0,0,0.0,355,False,0.0,0,,,44,0,0,0,155651.jpg,0.0,0,0,Masina,0.1,False,,a,18,57,0.0,0,265,21,2266,133,0.0,0.0,Masina,0
465,0,0,18,,,0,20145,-1,1,-2,2,0.0,0,2,-1.0,-2.0,-2,Adrian,-0.5,8,0,1.3,356,False,13.0,90,,,43,0,0,0,20145.jpg,-2.0,0,0,Mariappa,0.2,False,,a,18,57,0.0,-2,849,196,7462,479,-0.1,-0.5,Mariappa,0
466,0,0,65,,,0,54484,0,0,-1,1,124.0,0,2,-0.5,-1.5,-3,Francisco,0.0,18,0,22.9,357,False,79.0,540,,,44,0,0,0,54484.jpg,0.5,0,0,Femenía Far,0.5,False,,a,18,57,25.0,3,11639,340,31768,2862,0.0,0.7,Kiko Femenía,2
467,0,0,52,50.0,0.0,0,41338,0,0,-1,1,1.8,0,2,0.0,0.0,0,Craig,0.5,8,0,7.8,358,False,71.6,360,Thigh injury - 50% chance of playing,2019-09-13T01:31:32.241719Z,44,0,0,0,41338.jpg,1.2,0,0,Cathcart,1.8,False,,d,18,57,4.0,5,8579,35,154991,11344,0.1,1.1,Cathcart,1
468,0,0,14,,,0,52940,0,0,-1,1,8.2,0,2,0.3,-0.7,0,Daryl,0.8,1,0,3.8,359,False,18.4,102,,,44,0,0,0,52940.jpg,1.5,0,0,Janmaat,0.4,False,,a,18,57,11.0,3,3686,192,17447,1164,0.2,0.7,Janmaat,0
469,0,0,0,0.0,0.0,0,220166,0,0,0,0,0.0,0,2,0.0,0.0,0,Marc,0.0,0,0,0.0,360,False,0.0,0,Joined Leganes on loan until the end of the season on 25/7. - Expected back 01 Jul,2019-07-26T16:00:12.508474Z,40,0,0,0,220166.jpg,0.0,0,0,Navarro,0.1,False,,n,18,57,0.0,0,1841,153,4656,286,0.0,0.0,Navarro,0
470,0,0,0,,,0,41945,0,0,0,0,0.0,0,2,-0.5,-1.5,0,Sebastian,0.0,0,0,0.0,361,False,0.0,0,,,40,0,0,0,41945.jpg,0.0,0,0,Prödl,1.7,False,,a,18,57,0.0,0,32324,2357,40215,3455,0.0,0.0,Prödl,0
471,0,0,11,0.0,0.0,0,41725,0,0,-3,3,27.3,0,4,0.0,0.0,0,Troy,0.0,4,0,9.0,362,False,16.6,180,Knee injury - Expected back 02 Nov,2019-08-22T16:30:07.834073Z,62,0,0,0,41725.jpg,2.0,0,0,Deeney,0.6,False,,i,18,57,46.0,4,14991,33,165077,2254,0.0,0.6,Deeney,0
472,1,2,54,100.0,100.0,0,94924,0,0,-3,3,160.4,0,4,2.3,1.3,1,Gerard,2.8,14,0,49.5,363,False,81.4,370,,2019-08-04T11:30:17.304977Z,62,0,0,0,94924.jpg,2.3,0,0,Deulofeu,2.1,False,,a,18,57,256.0,14,59369,4074,293094,9738,0.5,2.3,Deulofeu,1
473,0,2,49,,,0,73426,0,0,-1,1,60.2,0,4,2.5,1.5,1,Andre,3.0,9,1,20.7,364,False,43.6,318,,,59,0,0,0,73426.jpg,2.5,0,0,Gray,0.6,False,,a,18,57,107.0,15,28851,873,47520,3505,0.5,2.5,Gray,0
474,0,0,5,0.0,0.0,0,173514,0,0,-1,1,12.3,0,4,0.0,0.0,0,Isaac,0.2,1,0,3.5,365,False,5.2,34,Groin Injury - Unknown return date,2019-09-19T17:00:11.798096Z,49,0,0,0,173514.jpg,1.0,0,0,Success Ajayi,0.5,False,,i,18,57,17.0,2,14882,38,38580,4116,0.0,0.4,Success,0
475,0,2,87,,,0,9089,0,0,-1,1,10.0,0,1,1.5,0.5,-1,Ben,2.0,18,0,14.4,366,False,133.8,540,,,49,0,0,0,9089.jpg,1.8,0,18,Foster,1.7,False,,a,18,57,0.0,11,10009,562,80031,6055,0.4,2.2,Foster,0
476,0,0,0,,,0,206882,0,0,-1,1,0.0,0,1,-0.5,-1.5,0,Pontus,0.0,0,0,0.0,367,False,0.0,0,,,44,0,0,0,206882.jpg,0.0,0,0,Dahlberg,0.1,False,,a,18,57,0.0,0,699,56,3297,203,0.0,0.0,Dahlberg,0
477,0,0,58,100.0,100.0,0,121599,-1,1,-3,3,126.3,0,3,1.3,0.3,2,Abdoulaye,1.8,18,0,31.8,368,False,67.2,520,,2019-08-22T16:30:07.847959Z,57,1,0,0,121599.jpg,1.5,0,0,Doucouré,1.1,False,,a,18,57,124.0,9,7035,418,139410,4602,0.3,1.6,Doucouré,1
478,0,0,36,100.0,100.0,0,61566,0,0,-2,2,69.3,0,3,1.7,0.7,1,Roberto,2.2,7,1,23.2,369,False,59.0,309,,2019-08-22T16:30:07.861792Z,58,0,0,0,61566.jpg,2.2,0,0,Pereyra,1.2,False,,a,18,57,104.0,11,12644,1226,191313,4834,0.4,1.9,Pereyra,1
479,1,3,70,,,0,108413,0,0,0,0,71.0,0,3,4.0,3.0,1,Will,4.5,16,1,23.8,370,False,104.0,419,,,55,0,0,0,108413.jpg,3.7,0,0,Hughes,0.8,False,,a,18,57,64.0,22,55658,5037,25942,5771,0.8,4.0,Hughes,0
480,0,2,75,,,0,43250,0,0,-1,1,122.2,0,3,3.3,2.3,2,Tom,3.8,14,1,33.2,371,False,74.0,366,,,49,0,0,0,43250.jpg,3.2,0,0,Cleverley,0.2,False,,a,18,57,135.0,16,9166,2603,5686,1077,0.8,3.3,Cleverley,0
481,0,0,0,0.0,0.0,0,157775,0,0,-2,2,0.0,0,3,0.0,0.0,0,Ken,0.0,0,0,0.0,372,False,0.0,0,Joined Udinese on loan until the end of the season on 22/8. - Expected back 01 Jul,2019-08-22T10:30:11.423152Z,48,0,0,0,157775.jpg,0.0,0,0,Sema,0.0,False,,n,18,57,0.0,0,213,22,2331,65,0.0,0.0,Sema,0
482,0,0,65,100.0,100.0,0,38439,0,0,-2,2,32.5,0,3,0.7,-0.3,2,Etienne,1.2,17,0,10.8,373,False,63.2,442,,2019-08-31T18:00:16.963606Z,48,0,0,0,38439.jpg,1.6,0,0,Capoue,0.5,False,,a,18,57,12.0,8,9721,643,40843,1458,0.3,1.7,Capoue,2
483,0,0,2,100.0,100.0,0,89085,0,0,0,0,1.4,0,3,-0.3,-1.3,0,Nathaniel,0.2,0,0,0.7,374,False,0.0,19,,2019-08-08T17:00:14.660487Z,45,0,0,0,89085.jpg,1.0,0,0,Chalobah,0.2,False,,a,18,57,6.0,1,4666,176,8738,580,0.0,0.2,Chalobah,0
484,0,0,2,100.0,100.0,0,216058,0,0,0,0,0.2,0,3,-0.3,-1.3,0,Domingos,0.2,0,0,0.0,375,False,0.0,4,,2019-08-08T17:00:14.671773Z,45,0,0,0,216058.jpg,1.0,0,0,Quina,0.1,False,,a,18,57,0.0,1,3564,72,4845,332,0.0,0.2,Quina,0
485,0,0,67,,,0,60232,0,0,-1,1,2.2,0,2,-0.3,-1.3,-2,Craig,0.2,18,0,21.5,439,False,108.0,540,,,49,0,0,0,60232.jpg,0.7,0,0,Dawson,0.2,False,,a,18,57,104.0,4,2582,125,9315,904,0.0,0.8,Dawson,1
486,0,0,5,100.0,100.0,0,50175,0,0,-1,1,11.2,0,4,-0.3,-1.3,0,Danny,0.2,0,0,2.3,512,False,10.4,39,,2019-08-08T17:00:14.804424Z,59,0,0,0,50175.jpg,1.0,0,0,Welbeck,0.2,False,,a,18,57,2.0,2,7919,342,12228,901,0.0,0.3,Welbeck,0
487,0,0,0,,,0,18656,0,0,0,0,0.0,0,1,-0.5,-1.5,0,Heurelho da Silva,0.0,0,0,0.0,513,False,0.0,0,,,45,0,0,0,18656.jpg,0.0,0,0,Gomes,0.2,False,,a,18,57,0.0,0,2226,181,4499,378,0.0,0.0,Gomes,0
488,0,0,7,100.0,100.0,0,232185,0,0,-1,1,17.7,0,3,0.3,-0.7,1,Ismaïla,0.8,2,0,4.8,525,False,4.0,83,,2019-08-15T16:30:13.342246Z,64,0,0,0,232185.jpg,1.0,0,0,Sarr,0.1,False,,a,18,57,26.0,3,4753,225,21211,774,0.1,0.5,Sarr,0
489,0,0,5,,,0,96767,0,0,0,0,0.1,0,2,-1.0,-2.0,-1,Dimitri,-0.5,5,0,0.4,542,False,3.4,32,,,40,0,0,0,96767.jpg,-1.0,0,0,Foulquier,0.1,False,,a,18,57,0.0,-1,3645,2233,785,550,-0.1,-0.2,Foulquier,0
490,0,2,34,,,1,55459,0,0,-1,1,3.7,1,2,3.5,3.0,14,Aaron,3.5,5,1,6.7,376,False,52.8,180,,,49,0,0,0,55459.jpg,7.0,0,0,Cresswell,0.6,False,,a,19,21,10.0,14,20975,15672,15589,1348,0.7,2.9,Cresswell,0
491,0,0,90,,,3,40669,0,0,0,0,1.9,0,2,4.5,4.0,5,Angelo,4.5,2,0,12.8,377,False,103.6,450,,,45,0,0,0,40669.jpg,4.0,0,0,Ogbonna,0.4,False,,a,19,21,23.0,20,11999,5343,8964,1150,1.0,4.4,Ogbonna,2
492,1,3,100,100.0,0.0,2,105717,0,0,0,0,63.0,1,2,4.2,0.0,0,Arthur,4.2,2,0,17.8,378,False,103.2,336,,2019-09-16T21:30:11.964684Z,45,0,0,0,105717.jpg,4.5,1,0,Masuaku,1.1,False,,a,19,21,12.0,18,82511,2790,45518,6150,0.9,4.0,Masuaku,1
493,0,0,7,,,0,20658,0,0,-1,1,0.5,0,2,0.5,0.0,1,Pablo,0.5,0,0,0.5,379,False,3.8,31,,,44,0,0,0,20658.jpg,1.0,0,0,Zabaleta,0.6,False,,a,19,21,0.0,2,6815,595,23231,1465,0.1,0.5,Zabaleta,0
494,0,2,100,75.0,,3,81012,0,0,0,0,54.5,0,2,3.9,4.7,6,Ryan,5.2,7,0,15.5,380,False,74.8,529,Knock - 75% chance of playing,2019-09-22T15:00:11.366711Z,45,0,0,0,81012.jpg,3.8,0,0,Fredericks,0.5,False,,d,19,21,26.0,23,23671,4082,13982,2152,1.2,5.1,Fredericks,1
495,0,2,101,,,3,219924,0,0,0,0,13.9,0,2,5.5,5.0,6,Issa,5.5,7,0,14.4,381,False,82.4,540,,,45,0,0,0,219924.jpg,4.0,0,0,Diop,4.5,False,,a,19,21,48.0,24,133333,67143,89933,7691,1.2,5.3,Diop,0
496,0,0,9,,,0,166640,0,0,-1,1,0.4,0,2,0.2,-0.3,0,Fabián,0.2,5,0,0.6,382,False,5.6,91,,,44,0,0,0,166640.jpg,0.0,0,0,Balbuena,0.3,False,,a,19,21,0.0,0,3316,207,15074,969,0.0,0.0,Balbuena,1
497,0,0,0,0.0,0.0,0,48717,0,0,0,0,0.0,0,2,0.0,0.0,0,Winston,0.0,0,0,0.0,383,False,0.0,0,Lack of match fitness - Unknown return date,2019-08-22T14:30:12.592809Z,40,0,0,0,48717.jpg,0.0,0,0,Reid,3.1,False,,i,19,21,0.0,0,26107,831,150492,8842,0.0,0.0,Reid,0
498,0,0,0,,,0,222018,0,0,0,0,0.0,0,2,0.0,-0.5,0,Ben,0.0,0,0,0.0,384,False,0.0,0,,,40,0,0,0,222018.jpg,0.0,0,0,Johnson,1.5,False,,a,19,21,0.0,0,40169,4009,35507,3637,0.0,0.0,Johnson,0
499,0,0,0,0.0,0.0,0,41464,0,0,0,0,0.0,0,4,0.0,0.0,0,Marko,0.0,0,0,0.0,385,False,0.0,0,Joined Shanghai SIPG on a permanent deal on 7/7,2019-07-23T08:30:10.476392Z,70,0,0,0,41464.jpg,0.0,0,0,Arnautovic,0.1,False,,u,19,21,0.0,0,504,45,6447,139,0.0,0.0,Arnautovic,0
500,0,2,27,0.0,0.0,0,43020,0,0,0,0,2.2,1,4,0.0,0.0,0,Javier,0.0,4,1,7.7,386,False,35.6,106,Joined Sevilla on a permanent deal on 2/9,2019-09-02T10:30:10.993084Z,60,0,0,0,43020.jpg,4.5,0,0,Hernández Balcázar,0.5,False,,u,19,21,39.0,9,86614,32,132346,3670,0.0,1.5,Chicharito,0
501,0,0,0,0.0,0.0,0,209925,0,0,-1,1,0.0,0,4,0.0,0.0,0,Alexandre Nascimento,0.0,0,0,0.0,387,False,0.0,0,Abdominal injury - Unknown return date,2019-08-16T18:30:15.371373Z,44,0,0,0,209925.jpg,0.0,0,0,Costa Silva,1.4,False,,i,19,21,0.0,0,47944,5047,102122,5913,0.0,0.0,Xande Silva,0
502,0,4,132,100.0,100.0,3,37096,0,0,0,0,0.0,2,1,6.8,6.3,8,Lukasz,6.8,7,0,14.5,388,True,145.8,540,,2019-08-03T18:30:13.396292Z,50,0,0,0,37096.jpg,5.2,0,20,Fabianski,6.0,False,,a,19,21,0.0,31,156596,84612,100155,6351,1.4,6.2,Fabianski,0
503,1,0,10,0.0,0.0,0,57531,0,0,-1,1,28.1,0,3,0.0,0.0,0,Michail,1.0,2,0,16.2,389,False,21.4,125,Hamstring injury - Unknown return date,2019-08-27T21:30:10.874924Z,69,0,0,0,57531.jpg,2.0,0,0,Antonio,0.8,False,,i,19,21,112.0,6,5210,25,55415,2214,0.1,0.9,Antonio,0
504,2,0,92,100.0,100.0,3,101537,0,0,-1,1,140.1,0,3,4.2,3.7,6,Felipe Anderson,4.2,3,0,38.9,390,False,110.0,366,,2019-08-10T16:30:08.726727Z,69,0,0,0,101537.jpg,3.6,0,0,Pereira Gomes,4.4,False,,a,19,21,138.0,18,72621,11648,332905,9552,0.6,2.6,Felipe Anderson,1
505,2,3,101,75.0,75.0,2,86934,-1,1,0,0,213.9,0,3,2.1,1.7,0,Manuel,2.8,7,0,38.7,391,False,91.2,447,Foot injury - 75% chance of playing,2019-09-20T12:00:18.238214Z,65,0,0,0,86934.jpg,4.2,0,0,Lanzini,2.3,False,,d,19,21,83.0,21,237136,745,174102,39229,0.4,3.2,Lanzini,0
506,0,3,70,,,3,56377,0,0,-1,1,76.0,1,3,5.8,5.3,11,Andriy,5.8,1,2,28.8,392,False,95.2,286,,,59,0,0,0,56377.jpg,4.8,0,0,Yarmolenko,0.8,False,,a,19,21,116.0,24,51081,35306,14204,3171,1.0,4.1,Yarmolenko,0
507,0,0,16,,,0,18987,-1,1,-2,2,37.5,0,3,0.2,-0.3,1,Robert,0.2,4,0,10.0,393,False,20.4,144,,,53,0,0,0,18987.jpg,1.0,0,0,Snodgrass,0.2,False,,a,19,21,42.0,4,2296,89,9947,552,0.0,0.8,Snodgrass,1
508,0,0,6,100.0,100.0,0,54102,0,0,-2,2,4.7,0,3,0.2,-0.3,1,Jack,0.2,2,0,0.7,394,False,3.0,120,,2019-08-12T16:00:23.953571Z,48,0,0,0,54102.jpg,1.0,0,0,Wilshere,0.3,False,,a,19,21,0.0,3,6786,549,22540,1096,0.0,0.6,Wilshere,0
509,0,0,80,,,3,204480,0,0,-1,1,34.1,0,3,2.8,2.3,3,Declan,2.8,7,0,14.4,395,False,90.6,540,,,49,0,0,0,204480.jpg,2.3,0,0,Rice,1.9,False,,a,19,21,20.0,14,27672,3250,78095,4569,0.6,2.9,Rice,1
510,1,2,71,100.0,100.0,3,18073,0,0,0,0,50.5,1,3,4.8,4.3,5,Mark,4.8,1,1,18.3,396,False,69.4,354,,2019-08-03T18:30:13.409612Z,50,0,0,0,18073.jpg,4.8,0,0,Noble,0.9,False,,a,19,21,63.0,19,58153,11598,29917,3422,1.0,3.8,Noble,2
511,0,0,9,,,0,42824,0,0,0,0,1.4,0,3,0.5,0.0,0,Carlos,0.5,0,0,0.2,397,False,1.2,14,,,45,0,0,0,42824.jpg,1.0,0,0,Sánchez,0.4,False,,a,19,21,0.0,3,10892,345,14958,1115,0.1,0.7,Carlos Sánchez,0
512,0,0,0,0.0,0.0,0,179830,0,0,-1,1,0.0,0,3,0.0,0.0,0,Grady,0.0,0,0,0.0,398,False,0.0,0,Joined West Bromwich Albion on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T13:30:11.839198Z,44,0,0,0,179830.jpg,0.0,0,0,Diangana,0.1,False,,n,19,21,0.0,0,5147,746,5906,583,0.0,0.0,Diangana,0
513,0,0,33,,,1,217593,0,0,-3,3,32.8,0,3,1.5,1.0,3,Pablo,1.5,5,0,10.0,399,False,31.0,253,,,62,0,0,0,217593.jpg,1.5,0,0,Fornals,0.4,False,,a,19,21,36.0,9,3920,343,40573,1245,0.2,1.5,Fornals,0
514,0,0,0,0.0,0.0,0,59779,0,0,0,0,0.0,0,3,0.0,0.0,0,Pedro,0.0,0,0,0.0,400,False,0.0,0,Joined Sassuolo on a permanent deal on 25/7,2019-07-26T12:30:08.589709Z,45,0,0,0,59779.jpg,0.0,0,0,Obiang,0.1,False,,u,19,21,0.0,0,1366,41,3868,162,0.0,0.0,Obiang,0
515,0,0,0,,,0,40694,-1,1,-1,1,0.0,0,1,0.0,-0.5,0,Roberto,0.0,0,0,0.0,450,False,0.0,0,,,44,0,0,0,40694.jpg,0.0,0,0,Jimenez Gago,0.3,False,,a,19,21,0.0,0,1063,182,5415,367,0.0,0.0,Roberto,0
516,0,5,110,100.0,100.0,3,103123,-1,1,-1,1,58.8,1,4,6.2,5.7,2,Sébastien,6.2,6,3,45.7,457,False,143.8,450,,2019-08-15T15:30:11.044189Z,74,0,0,0,103123.jpg,5.4,0,0,Haller,5.5,False,,a,19,21,255.0,27,408735,9086,320499,44066,0.8,3.6,Haller,0
517,0,0,0,,,0,181008,0,0,-2,2,0.0,0,4,0.0,-0.5,0,Albian,0.0,0,0,0.0,514,False,0.0,0,,,58,0,0,0,181008.jpg,0.0,0,0,Ajeti,0.0,False,,a,19,21,0.0,0,1139,95,3399,133,0.0,0.0,Ajeti,0
518,1,0,44,100.0,100.0,1,87835,0,0,0,0,10.0,0,2,2.3,1.8,1,Matt,1.8,4,0,11.1,401,False,21.2,300,,2019-09-01T18:30:14.976154Z,60,0,0,0,87835.jpg,2.8,0,0,Doherty,2.5,False,,a,20,39,79.0,14,39974,2895,123505,7178,0.3,2.3,Doherty,0
519,0,0,62,,,1,114128,0,0,-1,1,41.4,0,2,1.5,1.0,2,Jonathan,1.0,8,0,18.0,402,False,88.4,450,,,54,0,0,0,114128.jpg,2.2,0,0,Castro Otto,0.9,False,,a,20,39,51.0,11,14093,773,34513,2822,0.2,2.0,Jonny,1
520,0,0,78,,,1,94147,0,0,0,0,11.2,0,2,1.5,1.0,1,Conor,1.0,11,0,9.1,403,False,79.6,540,,,50,0,0,0,94147.jpg,2.0,0,0,Coady,1.5,False,,a,20,39,0.0,12,30610,920,38723,4726,0.2,2.4,Coady,1
521,0,0,60,,,1,41727,0,0,0,0,32.0,0,2,1.0,0.5,0,Ryan,0.5,5,0,12.1,404,False,74.4,360,,,50,0,0,0,41727.jpg,2.2,0,0,Bennett,0.5,False,,a,20,39,14.0,9,11423,262,20075,2574,0.1,1.8,Bennett,2
522,1,5,102,100.0,100.0,1,90585,0,0,0,0,44.4,0,2,2.3,1.8,2,Willy,1.8,6,0,19.1,405,False,131.4,450,,2019-09-01T15:30:11.516800Z,50,0,0,0,90585.jpg,3.6,1,0,Boly,5.2,False,,a,20,39,14.0,18,197442,6752,292645,14133,0.4,3.6,Boly,0
523,0,0,6,,,0,216054,0,0,-1,1,0.9,0,2,0.5,0.0,0,Rúben Gonçalo,0.0,3,0,2.0,406,False,15.4,90,,,44,0,0,0,216054.jpg,0.0,0,0,Silva Nascimento Vinagre,0.2,False,,a,20,39,4.0,0,2891,120,9008,660,0.0,0.0,Vinagre,1
524,1,0,36,100.0,100.0,0,107613,0,0,-1,1,2.1,0,2,2.3,1.8,-1,Romain,1.8,8,1,14.8,407,False,63.4,229,,2019-09-09T09:00:14.254200Z,44,0,0,0,107613.jpg,2.0,1,0,Saïss,0.5,False,,a,20,39,83.0,8,23881,1530,16747,3062,0.4,1.8,Saïss,1
525,0,0,0,,,0,214048,0,0,0,0,0.0,0,2,0.5,0.0,0,Max,0.0,0,0,0.0,408,False,0.0,0,,,40,0,0,0,214048.jpg,0.0,0,0,Kilman,2.4,False,,a,20,39,0.0,0,70540,5833,51017,5357,0.0,0.0,Kilman,0
526,0,3,83,100.0,100.0,1,102057,0,0,-2,2,88.8,0,4,5.0,4.5,2,Raúl,4.5,10,2,39.2,409,False,114.6,504,,2019-08-02T08:30:15.227417Z,73,0,0,0,102057.jpg,3.7,0,0,Jiménez,10.4,False,,a,20,39,189.0,22,214266,7617,925850,64753,0.6,3.0,Jiménez,1
527,0,3,46,,,1,194634,0,0,-3,3,63.7,0,4,4.0,3.5,9,Diogo,3.5,9,1,32.4,410,False,66.2,452,,,62,0,0,0,194634.jpg,3.0,0,0,Jota,4.9,False,,a,20,39,195.0,18,124197,8446,622222,16874,0.6,2.9,Jota,0
